id,created_at,text
1584554338017419266,Mon Oct 24 14:36:08 +0000 2022,@OmegaBLADE97 No totalitarian country w/out rule of law has ever been a source of innovation (distinct from commodi… https://t.co/j1MJ47hTsD
1584554336675565569,Mon Oct 24 14:36:08 +0000 2022,@mfa_russia @mod_russia @iaeaorg @Amb_Ulyanov @mission_rf @RF_OSCE @RusEmbUSA @RussianEmbassyC @RussianEmbassy… https://t.co/GZZSr3Lyyt
1584554334947536897,Mon Oct 24 14:36:07 +0000 2022,"RT @kgosztola: We should stop this. We being the US and Europe. 

Work with China, India, etc, and develop a truce that can make a diplomat…"
1584554331344318466,Mon Oct 24 14:36:06 +0000 2022,@shenlulushen @WSJ You hit the nail on the head. This truly is the biggest problem in China
1584554329805303808,Mon Oct 24 14:36:06 +0000 2022,"RT @sgf125: @mikepompeo Seems like maybe he’s the one that gave Trump the idea to do the same 🤔

https://t.co/gr6ZlhfPjn"
1584554326655397888,Mon Oct 24 14:36:05 +0000 2022,RT @pjmyoongii: no wonder both that fandom and group are bitter. they had to watch as bts took over the industry and their faves failed to…
1584554324406857729,Mon Oct 24 14:36:05 +0000 2022,"$CNOOC (Monthly) is one of the biggest #energy companies in #China and is now #Bearish 

I put a long order at 6.6… https://t.co/w3lfBLkRg9"
1584554320611069954,Mon Oct 24 14:36:04 +0000 2022,@mfa_russia @mod_russia @iaeaorg @Amb_Ulyanov @mission_rf @RF_OSCE @RusEmbUSA @RussianEmbassyC @RussianEmbassy… https://t.co/dsrRnmWxKk
1584554318438334465,Mon Oct 24 14:36:03 +0000 2022,"RT @JavierBlas: Lies, damned lies, and statistics. I have updated this @opinion chart with fresh data.

China imported a record of ~1 milli…"
1584554317155282947,Mon Oct 24 14:36:03 +0000 2022,RT @VaticanNews: Cardinal Luis Antonio Gokim Tagle says the Provisional Agreement between the Holy See and China seeks to ensure that Chine…
1584554314911346690,Mon Oct 24 14:36:02 +0000 2022,"RT @zerohedge: *YUAN TRADES 1.99% WEAKER THAN FIX, NEARS END OF CHINA'S 2% BAND"
1584554314340519936,Mon Oct 24 14:36:02 +0000 2022,#China tech - $JD $BILI et Al - dragging down the #NASDAQ
1584554313723965440,Mon Oct 24 14:36:02 +0000 2022,RT @Resist_05: Klaus Schwab says the word won’t be run by superpowers such as the US/China… it will be run by WEF stakeholders such as Blac…
1584554312721584129,Mon Oct 24 14:36:02 +0000 2022,"RT @mhmck: Much of German civil society wants to send tanks to Ukraine. Chancellor Scholz blocks it.

Government institutions in Germany an…"
1584554312201515009,Mon Oct 24 14:36:02 +0000 2022,@blair_wheeler @JackPosobiec China is a communist nightmare why would you compare anything to that hell hole? The f… https://t.co/Tm3OzWlrZH
1584554310981107719,Mon Oct 24 14:36:01 +0000 2022,"Dow Jones Futures: Market Rally Gains Steam; Tesla Cuts Model 3, Y Prices In China https://t.co/UREsNBAOJO #finance… https://t.co/YoDMShzrkp"
1584554310712512512,Mon Oct 24 14:36:01 +0000 2022,RT @SawyerMerritt: BREAKING: @Tesla has announced huge price decreases for all models in China. Base Model Y is now eligible for China's pu…
1584554310117253120,Mon Oct 24 14:36:01 +0000 2022,RT @TaiwanNews886: Photo of the Day: China's Hu Jintao publicly plucked from party https://t.co/195NrZ9vB9 https://t.co/r2hlCsj1Rd
1584554309743570948,Mon Oct 24 14:36:01 +0000 2022,RT @thedevilmonstr: iPhone ❤️🔥           China Phone 🤡 https://t.co/up9mvn9JK1
1584554307457671170,Mon Oct 24 14:36:01 +0000 2022,"@bgrahamdisciple As demand drops in china, Tesla will compensate by moving units to europe. However, Tesla will hit… https://t.co/c6StcQ4BUO"
1584554306954477569,Mon Oct 24 14:36:01 +0000 2022,"CHINA - VATICAN Agreement on bishops renewed, but Beijing still making life difficult for Chinese Catholics https://t.co/rjbxXDrH98"
1584554305700646912,Mon Oct 24 14:36:00 +0000 2022,@Reuters Again China people in trouble with this leadership people who don't hve ryt to speak Den it's not country… https://t.co/xzg2EgXrv1
1584554305066913792,Mon Oct 24 14:36:00 +0000 2022,"RT @zerohedge: So many US companies pulling operations from China today in protest of Xi's authoritarian takeover of the Politburo. 

Oh, n…"
1584554300797112320,Mon Oct 24 14:35:59 +0000 2022,"RT @DaveAtherton20: Correct me if I am wrong. If @PennyMordaunt withdraws from the contest, then @RishiSunak becomes PM without a vote?

Is…"
1584554298083770370,Mon Oct 24 14:35:58 +0000 2022,"RT @DashDobrofsky: Donald Trump stole nuclear documents from a NATO ally, he stole documents containing Iran's missile programs, and he sto…"
1584554296854556672,Mon Oct 24 14:35:58 +0000 2022,"If the Democrats had their way, they would have the same policies that Communist China had one baby policy."
1584554291649560578,Mon Oct 24 14:35:57 +0000 2022,"Yuan trades 1.99% weaker than FIX, nears end of China's 2% band
View more: https://t.co/lTXh1dzMi0
#Ainvest… https://t.co/rZef8CYsac"
1584554289707773953,Mon Oct 24 14:35:56 +0000 2022,"@LukasRisner @Pafootball3 @hugolowell Of course you hope for action on Trump, but would be a big shock.  Shame beca… https://t.co/CQ5vocUNCg"
1584554288487206914,Mon Oct 24 14:35:56 +0000 2022,"RT @stats_feed: Number of science &amp; engineering articles published in 2020:

🇨🇳 China: 744,042
🇺🇸 USA: 624,554
🇬🇧 UK: 198,500
🇮🇳 India: 191…"
1584554287551897600,Mon Oct 24 14:35:56 +0000 2022,RT @RobinBrooksIIF: We've warned that global markets are looking at China in a new light ever since Russia invaded Ukraine. We were trackin…
1584554287358570496,Mon Oct 24 14:35:56 +0000 2022,@disclosetv China buying land near military installations?
1584554287140831232,Mon Oct 24 14:35:56 +0000 2022,RT @AsiaPolicyNet: What we just learned about China's economy https://t.co/98F610TclN
1584554286377480192,Mon Oct 24 14:35:56 +0000 2022,"RT @MarkSabah: Lord Patten: "" #Hongkong is the canary in the mine for how #China will treat all of us. China hates being called out on its…"
1584554285031129088,Mon Oct 24 14:35:55 +0000 2022,@mfa_russia @mod_russia @iaeaorg @Amb_Ulyanov @mission_rf @RF_OSCE @RusEmbUSA @RussianEmbassyC @RussianEmbassy… https://t.co/2eBPPe5Gdl
1584554284590731266,Mon Oct 24 14:35:55 +0000 2022,"RT @ESgloballaw: Read the latest edition of our quarterly #DataPrivacy and #Cybersecurity newsletter, Updata. We discuss  data protection l…"
1584554284007424000,Mon Oct 24 14:35:55 +0000 2022,#China imposes #cybersecurity re-education on Tibetans for unapproved Covid postings - Tibetan Review https://t.co/jR5MgRehRM
1584554278064361472,Mon Oct 24 14:35:54 +0000 2022,Markets is now pricing in Xi to be the King of the China forever. $TSLA $QQQ $SPY
1584554276072075264,Mon Oct 24 14:35:53 +0000 2022,"RT @liupheonix: Since the establishment of the Forum on China-Africa Cooperation in 2000, Chinese companies have built over 10,000 kilomete…"
1584554275438755840,Mon Oct 24 14:35:53 +0000 2022,"The alliance of autocrats, like the alliance of democracies, is based on some fundamental principles.

With China a… https://t.co/gn4YVsaCUJ"
1584554274474061825,Mon Oct 24 14:35:53 +0000 2022,"RT @raini_coin: President Xi has secured his third term in charge of the People’s Republic of China 🇨🇳

Stomp the competition with his #Lor…"
1584554273349996546,Mon Oct 24 14:35:53 +0000 2022,RT @lisaabramowicz1: “The Hong Kong market is seeing a panic selling moment.” https://t.co/fdw5daYbz6 https://t.co/Tv6Kuk8TdQ
1584554270975664129,Mon Oct 24 14:35:52 +0000 2022,"RT @whatisnuclear: Nowadays, India, China, and Russia all have operating breeder-type reactors, and are building more. I think the main thi…"
1584554270665641984,Mon Oct 24 14:35:52 +0000 2022,"RT @OrthCons: Time to reshare this, we think.

Do we want an overt friend of the Chinese Social Credit System and the WEF running this coun…"
1584554269973237761,Mon Oct 24 14:35:52 +0000 2022,"China’s trade with Russia surged by 32.5% on the yearly basis in the first nine months of the year, with imports up… https://t.co/UO2ZapI9yH"
1584554268929167362,Mon Oct 24 14:35:51 +0000 2022,"@ACTBrigitte Wide open border causing a national security threat, influence peddling and making millions with China… https://t.co/3gU2B7jete"
1584554268648173571,Mon Oct 24 14:35:51 +0000 2022,"RT @bttr_as1: So, Trump absconded with highly classified documents including those related to Iran and China, put them in an unsecured loca…"
1584554267645394944,Mon Oct 24 14:35:51 +0000 2022,@cbouzy @JoeNBC If democrats get voted in we will become a communist nation. China #2
1584554267377115137,Mon Oct 24 14:35:51 +0000 2022,"@zerohedge Meanwhile, China tech names keep falling

https://t.co/jxDwRm1LNZ"
1584554267276611584,Mon Oct 24 14:35:51 +0000 2022,@MEET48095042 @ChinaDaily Everywhere humanity has evolved has 1000 years (and much more) of history. And no culture… https://t.co/QTNMnAlJDZ
1584554265372069891,Mon Oct 24 14:35:51 +0000 2022,"RT @RnaudBertrand: Insane this is even considered 🤦

Again, this quote from Zbigniew Brzezinski in The Grand Chessboard comes to mind:

""Th…"
1584554262658514944,Mon Oct 24 14:35:50 +0000 2022,"RT @zerohedge: So many US companies pulling operations from China today in protest of Xi's authoritarian takeover of the Politburo. 

Oh, n…"
1584554262591574016,Mon Oct 24 14:35:50 +0000 2022,"RT @XisMoments: China will open its door wider to the rest of the world, #XiJinping, general secretary of the #CPC Central Committee, said…"
1584554259844337666,Mon Oct 24 14:35:49 +0000 2022,Great looking short idea for the @TradeIdeas AI on $EDU and some other of the china names. Here at #tradeideas we l… https://t.co/Re9lgmfa7e
1584554257860087811,Mon Oct 24 14:35:49 +0000 2022,"RT @SameeraKhan: As Americans, we must oppose Biden’s agenda and take a stand against war with China and Russia."
1584554257109241858,Mon Oct 24 14:35:49 +0000 2022,RT @InsaneHashtag: @tom_username_ I hope so but he seems to be changing his tune on China lately. Would be very shocked if he had the guts…
1584554256836677634,Mon Oct 24 14:35:49 +0000 2022,African civilians are paying the price at the hands of the 🇪🇹 regime and allies. A3 can convince Russia &amp; China to… https://t.co/HF9T9bqDbq
1584554253745389568,Mon Oct 24 14:35:48 +0000 2022,RT @nadinbrzezinski: On China…because if you think things are over once the Ukraine conflict is over…
1584554251745128450,Mon Oct 24 14:35:47 +0000 2022,🇩🇪Germany is preparing its first comprehensive 🇨🇳China strategy. The #Scholz administration is trying to strike a b… https://t.co/PiWv7XMEu5
1584554251044327424,Mon Oct 24 14:35:47 +0000 2022,"$SPY $FXI $KWEB

Russia: Damn our stock market really fucked up now cause of this war, hope no one takes after us.

China: Hold my 🍺."
1584554250368995328,Mon Oct 24 14:35:47 +0000 2022,"RT @OrthCons: Time to reshare this, we think.

Do we want an overt friend of the Chinese Social Credit System and the WEF running this coun…"
1584554248708059136,Mon Oct 24 14:35:47 +0000 2022,"RT @Z264517: Just 200 people chose Rishi Sunak for PM, a man keen to engage more closely with China at its most authoritarian. 

#Sunak is…"
1584554248452202497,Mon Oct 24 14:35:47 +0000 2022,RT @hkdc_us: The PRC gov't has falsely claimed protesters tried to enter the Manchester PRC consulate. The protester beaten by consulate st…
1584554246636457985,Mon Oct 24 14:35:46 +0000 2022,"China is the country with the most #infrastructure in the world!😱🪷

We invite you to watch the video about the Worl… https://t.co/5X621afxOg"
1584554244858085378,Mon Oct 24 14:35:46 +0000 2022,"RT @eslemanabbay: #XiJinping, who was elected general secretary of 20th Central Committee of the CPC of China, noted
""on the journey ahead,…"
1584554242236448768,Mon Oct 24 14:35:45 +0000 2022,"RT @DendeaTaye: His Excellency Xi Jinping, the president of China, our friend in need, Congratulations! We, Ethiopians thank you for what y…"
1584554240160124928,Mon Oct 24 14:35:45 +0000 2022,RT @SofiaHCBBG: There are bad days in China's markets and then there are days like today. The worst stock losses since 2008 and all-time lo…
1584554239686512640,Mon Oct 24 14:35:44 +0000 2022,"Nio, Li Auto and XPeng tumble as China growth concerns weigh https://t.co/sI13LCdj3g"
1584554239610605568,Mon Oct 24 14:35:44 +0000 2022,RT @COVIDnewsfast: So what is it with these people that they feel the need to police people who they claimed were trying to police them?? I…
1584554239187070976,Mon Oct 24 14:35:44 +0000 2022,"RT @JavierBlas: Lies, damned lies, and statistics. I have updated this @opinion chart with fresh data.

China imported a record of ~1 milli…"
1584554238369497088,Mon Oct 24 14:35:44 +0000 2022,"RT @DaveAtherton20: Correct me if I am wrong. If @PennyMordaunt withdraws from the contest, then @RishiSunak becomes PM without a vote?

Is…"
1584554236884717568,Mon Oct 24 14:35:44 +0000 2022,"RT @TxtdariHI: True kah?

https://t.co/Jnol1AhOoz https://t.co/47bmFSPKVF"
1584554236758544385,Mon Oct 24 14:35:44 +0000 2022,"RT @takoyakinyu: [ ina go 🇮🇩 help rt/like ]

hq! `red bean sp` akaashi &amp; `bean sp` bokuto 20cm doll 

💰 IDR 160,000 - 185,000
✅ DOLL ONLY
❌…"
1584554234334150656,Mon Oct 24 14:35:43 +0000 2022,@mfa_russia @mod_russia @iaeaorg @Amb_Ulyanov @mission_rf @RF_OSCE @RusEmbUSA @RussianEmbassyC @RussianEmbassy… https://t.co/58VmQW6t89
1584554232757161985,Mon Oct 24 14:35:43 +0000 2022,"RT @hkdc_us: .@aiww: ""There's no hope for fundamental change in my country while the #CCP's in power."" The people of #HongKong, stripped of…"
1584554231721140224,Mon Oct 24 14:35:43 +0000 2022,"RT @reactionlife: Comparing the Tories to China’s Communist Party is absurd 

✍️ Anthony Peters

https://t.co/JSMqDt4AfI"
1584554229250727937,Mon Oct 24 14:35:42 +0000 2022,"RT @thecfhk: UK universities have been warned about having an ""excessive concentration"" of Chinese students as relations worsen between the…"
1584554226448859136,Mon Oct 24 14:35:41 +0000 2022,@globeandmail Russia still getting money for oil so much for sanction. BRIC Countries still buying despite sanction… https://t.co/s8j3gkJd4P
1584554225865936896,Mon Oct 24 14:35:41 +0000 2022,"RT @s_m_marandi: Yes, he invaded Iraq and destroyed Libya. He crushed the children of Venezuela, Palestine and Afghanistan. He supported ex…"
1584554225371348993,Mon Oct 24 14:35:41 +0000 2022,"RT @nytimes: Hu Jintao, the former Chinese leader, was unexpectedly escorted out of the Communist Party congress without explanation. He ap…"
1584554223596843008,Mon Oct 24 14:35:41 +0000 2022,RT @StevenBeschloss: We’re left to wonder if Trump took classified documents reportedly concerning Iran and China because he planned to sel…
1584554223353618433,Mon Oct 24 14:35:41 +0000 2022,"Plus @China has a 2% inflation rate, because they don't allow the capitalist oligarchs to control the inflation rat… https://t.co/XsfqE793RH"
1584554223181537280,Mon Oct 24 14:35:41 +0000 2022,"Celebrate leeknow’s birthday in china with leebit🐰
#리노야_생일선물은_평생보자
#HappyLeeKnowDay https://t.co/inf9mxnpHD"
1584554220090368002,Mon Oct 24 14:35:40 +0000 2022,"RT @YunLi626: The Nasdaq Goldman Dragon China Index plunged 20% Monday after Beijing’s power reshuffle.

“Stocks based in the world’s secon…"
1584554219771527168,Mon Oct 24 14:35:40 +0000 2022,"RT @zerohedge: So many US companies pulling operations from China today in protest of Xi's authoritarian takeover of the Politburo. 

Oh, n…"
1584554219188932610,Mon Oct 24 14:35:40 +0000 2022,RT @XisMoments: China is embarking on a new path as the 20th National Congress of the Communist Party of China has concluded. Faced with un…
1584554219188539394,Mon Oct 24 14:35:40 +0000 2022,"RT @GeneMcVay: I will share my insights with my friends, you're welcome.

Xi Jinping does not know this in spite of being General Secretary…"
1584554217871753219,Mon Oct 24 14:35:39 +0000 2022,"RT @cartoonmovement: Xi Jinping &amp; Putin. Cartoon by @EmadHajjaj: https://t.co/US0pZXHZXb

#XiJinping #Putin #dictators #Russia #China https…"
1584554217129537536,Mon Oct 24 14:35:39 +0000 2022,"RT @FerdyOmondi: Kenya gave the US Barack Obama.
Now it has given the UK Rishi Sunak.
China you're next... https://t.co/IvMNl49Ing"
1584554216324227072,Mon Oct 24 14:35:39 +0000 2022,"RT @hkdc_us: Thanks @PhelimKine for covering our joint letter.
@IIF: businesses have responsibilities to more than customers &amp; shareholders…"
